;Message;URL;cat1;category
77846;On the day of NYPD Officer Jonathan Diller's wake, Donald Trump will be in attendance. As for President Biden, he's also in NYC but it’s for a campaign fundraiser with coastal celebrities. These actions speak louder than any words. Praying for Officer Diller's family as they grieve Jonathan’s loss.;https://www.facebook.com/100044643810073/posts/948383723326413;1;1
20566;"I've expressed concerns about Joe Biden's age previously. While I like him, it's clear that he is old. But in the words of North Korea, Trump has achieved full DOTARD status. I mean, c’mon…When you compare Biden to Trump, it’s not even close. Trump has changed significantly; even his appearance suggests he's far from the man he once was. His recent public image could be likened to a King Lear figure, seemingly lost and disheveled. DOTARD to the max.";https://www.facebook.com/100057697326707/posts/871095224823714;3;2
49373;"More proof MAGA Extremist Congressman Jason Smith is holding us back. Jason-Nay-Nay voted NAY on a bill that is putting funds directly into an 8th district business that employs 8th district people. (And a business that manufactures missiles that protect the U.S. and our allies!) The Ukraine funding bill BENEFITS THE UNITED STATES. 90% of the funding goes to U.S. businesses and military contractors. One of the beneficiaries of that funding is Raytheon, which has a facility in West Plains. Raytheon manufactures the PATRIOT missile; the ones that intercept enemy missiles in the air to protect us and our allies. More proof Do-Nothing-Jason is holding us back. (The bill passed even though MAGA extremists like Jason tried to stop it) Funding- https://www.washingtonpost.com/opinions/2024/04/18/ukraine-map-districts-weapons/ Raytheon- https://finance.yahoo.com/news/raytheon-rtx-wins-1-2b-110611191.html Jason's vote- https://clerk.house.gov/Votes/2024151";https://www.facebook.com/100079920080442/posts/429394509734548;2;2
66525;"There are a lot of rooms women shouldn't have to share with Donald Trump; the main one — a patient's room. There are a lot of decisions Donald Trump shouldn't be trusted to make; major ones — women's reproductive choices. #MI01 #CodifyRoe";https://www.facebook.com/100071604600393/posts/441953841534766;2;2
12491;Rep. Keith Self stands with President Trump. <U+0001F1FA><U+0001F1F8> “This is the Biden administration's Department of Justice behind the scenes running this to keep Donald Trump off of the campaign trail.”;https://www.facebook.com/100089008647606/posts/432119383098346;2;1
2900;My statement on the verdict in the trial of Former President Trump.;https://www.facebook.com/100058268730845/posts/853059523312998;1;0
2888;<U+2B50>AMERICA'S 50 Year Anniversary Celebration is coming! Donald Trump Jr. Business Development Board of Palm Beach County #JEXIT Palm Beach County Republican Party of Palm Beach County;https://www.facebook.com/100075792704611/posts/473077508562002;1;0
74177;THANK YOU!! Democracy champions in Virginia and across America want a fighter in Congress who will stand up to MAGA extremists and deliver on progressive priorities. I’m honored that thousands of those champions have placed their faith in me to be that fighter for #VA10.;https://www.facebook.com/100058175405065/posts/820484999900673;1;2
88441;Congratulations President Trump! #MAGA <U+0001F1FA><U+0001F1F8>;https://www.facebook.com/100058162265643/posts/805978841350851;1;1
64223;The FBI used FISA to spy on the greatest president of my lifetime, Donald J. Trump. The FBI can’t be trusted.;https://www.facebook.com/100063533029213/posts/940105971450495;1;1
15607;Today is the FIRST DAY of early voting! If we’re going to win back this seat and defeat MAGA extremism in November, I need your help. Grab a friend, find your nearest early voting location, and vote today: https://www.texasdemocrats.org/my-texas-votes;https://www.facebook.com/61556441547283/posts/122143582580214718;1;2
39172;Honored to have your endorsement, Donald J. Trump. Let’s take our country back and MAGA! <U+0001F1FA><U+0001F1F8>;https://www.facebook.com/100057645415680/posts/879255474005958;2;1
77541;President Trump kept us safe. President Biden hasn’t. President Trump secured the border. President Biden refuses. President Trump gave us an amazing economy. President Biden can’t.;https://www.facebook.com/100044528765819/posts/967461208081496;3;1
37607;MAGA republicans have spent 2024 following Donald Trump's marching orders and wreaking havoc. It's time we focus on the issues that keep Americans up at night—healthcare costs, protecting democracy, gun control, reproductive rights and more.;https://www.facebook.com/100044421279783/posts/976497210507646;1;2
18535;This campaign is about ALL of us. We're going up against MAGA megadonors, but our movement is strong, and we won’t let them win. Join us this Sunday we show right-wing extremists that they will never defeat the power of the people! We’ll be joined by: Bend the Arc Jewish Action, New York Communities for Change, Make the Road Action, Working Families Party, Our Revolution, New York Progressive Action Network, Jewish Voice for Peace Action , Alliance for Quality Education of New York, IfNotNow, Justice Democrats, Sunrise Movement and more special guests! RSVP: https://mobilize.us/s/mOxzVa;https://www.facebook.com/100053013721223/posts/981267096983739;1;2
3830;Over 27,000 households in my district have saved at least $30/month on internet bills because of President Joe Biden and Democrats’ Affordable Connectivity Program. But now, MAGA Republicans are letting this program expire and raising costs for working families. This is unacceptable.;https://www.facebook.com/100044146163925/posts/1048748159940046;1;2
24280;Over 40% of American families say inflation is their most important financial problem under Joe Biden. The only way to reverse Bidenflation is to FIRE Joe Biden and send President Trump back to the White House.;https://www.facebook.com/100044002275306/posts/1002590347884365;1;1
52170;Day 141 Since I asked John Lee to endorsed Donald J. Trump Day 8 since I challenged Lee to a debate. He has been dead silent on both.;https://www.facebook.com/100089957967352/posts/394472480228014;1;1
2425;Last night I joined the Lehigh County Republican Committee as their special guest for their Chairman’s club event. It was a packed room with great patriots who are ready to win this November. I’m dedicated to growing our majority in the U.S. House, winning the U.S. Senate, and getting Donald Trump back in the White House. With candidates like Dave McCormick for U.S Senate and Ryan Mackenzie for the 7th Congressional district, we have a strong path forward. Thank you to Chairman Joe Vichot for inviting me.;https://www.facebook.com/100044164222925/posts/998901731591958;1;1
2395;Falsifying business records can lead to felony charges, especially when they’re deliberately hidden to influence an election. I respect the decision made by the jury. Trump should resign his candidacy for violating the public’s trust & engaging in conduct unfit for anyone seeking public office. Bethany Mann ;https://www.facebook.com/100079553942910/posts/437825805545881;1;2
63758;NEW AD! <U+0001F6A8> Joe Biden has crippled the American Economy. It’s time to fight back! I will work with President Trump to lower inflation, bring back energy independence and protect Montana’s hard working families.;https://www.facebook.com/100058134185648/posts/825401829407616;1;1
8830;Here's a useful 1min40sec brief on the wolves in Colorado. They are in Moffat, Rio Blanco, Garfield, and Eagle, and they've killed cattle in Routt (corrected/expanded to say 20 cattle in Grand and Jackson, as well as 2 dogs in Jackson and an infected moose had to be destroyed). They carry a wicked disease, Echinococcus, and they are a threat to the Mexican Wolf. Take a quick listen, and know I will work this problem with President Trump in 2025.;https://www.facebook.com/100077203758281/posts/461421873107934;1;1
94922;#ThrowBackThursday to that time where Trump stole CLASSIFIED documents and then HID them when the authorities came looking.;https://www.facebook.com/100044643121923/posts/940115394153223;1;2
3210;A disgrace to our judicial system and constitutional protections of equal justice for all. Americans see right through the Democrats’ scheme. This is nothing but election interference. President Trump will get justice on appeal.;https://www.facebook.com/100044147213802/posts/1038456350969262;1;1
75838;One of the most crucial moments of our campaign is here. By the end of the day TOMORROW, we'll report every dollar we’ve raised this quarter. Let's show Mark Green and Donald Trump what they're up against. <U+0001F4AA> Donate whatever you can today! https://secure.actblue.com/donate/2403-q1-mb-eoq?refcode=240330-facebook:=:https://secure.actblue.com/donate/2403-q1-mb-eoq;https://www.facebook.com/100044410720274/posts/1004845394339142;1;2
45125;"My Campaign for New York’s 22nd Congressional District Has Come to an End Upon review of the objections to my petitions by a member of the Hood campaign, it was determined by the State BOE that my campaign’s volunteer efforts in obtaining the required number of registered Democratic Party signatures to get on the primary ballot fell short by a small number. While I am disappointed that the Hood campaign engaged in a egregious effort, which intentionally sought to keep me off the primary ballot and deny Democratic voters an opportunity to decide upon my candidacy for Congress, I nonetheless want to thank my volunteers and supporters who shared my desire to broaden the base of the Democratic Party and to address critical issues affecting New York’s 22nd Congressional District as well as the nation such as: A. Growing threats to the nation’s democracy from the mainstreaming of political extremism and authoritarianism B. The nation’s unique epidemic of gun violence and mass murder associated with gun violence, and the growing threat posed by ongoing production and distribution of weapons of mass destruction such as AR15s C. Combating Poverty and Environmental racism D. Building coalitions among historically marginalized communities across race, class, gender, sexual orientation, and geographic boundaries by tackling systemic attacks against reproductive healthcare rights, Affirmative Action, voting rights, LGBTQIA rights, working families and labor union rights. E. Protecting Medicare, Medicaid, Social Security, education, Pre-K to Higher Education, veterans programs, and the environment F. Fighting for comprehensive immigration reform economic development, tax reform as well as strong federal support for law enforcement and social justice initiatives. My friends, I have consistently maintained that the 2024 electoral cycle will be a historic battle for the soul of the nation. It will help determine who shall have unadulterated access to US citizenship and who we will be on the global stage. Furthermore, as a scholar of American democracy at the intersection of race, class, gender, and ethnicity I am deeply convinced that we are in one of the most important civil rights moments in the 21st century. That being said, I had hoped that all Democratic Congressional candidates and their respective campaigns would abide by the unwritten rule that as Democrats we would not target and/or attack one another. That no matter how different our respective approaches, we were to be united on two goals: the removal of NY 22’s GOP incumbent and MAGA ideologue, Brandon Williams; and shifting the balance of power to Democrats in the House of Representatives. Apparently, that unwritten rule was inconvenient for the Hood campaign. They targeted my petitions and by extension targeted the signatures of supporters, many of whom are from historically marginalized communities across NY’s 22nd Congressional District. Because this campaign was first and foremost about responding to the political crisis in which we find ourselves, instead of blatant pursuit of a personal aspiration for high elective office, I will continue to work on these issues with the same passion I brought to my campaign. This includes working to ensure that the Democratic nominee prevails in November. In the end, all campaigns for elective office must be to advance diverse interests of the people, especially the most disadvantaged. If not, campaigns for elective office are merely about the corruptive pursuit of power. And power without love for our collective humanity and for justice, as Dr. King once warned, is “reckless and abusive.” Finally, I want to thank the many volunteers and supporters of my campaign for your incredible contributions. Our platform is part of an important discussion because of your support. Dr. Clem Harris";https://www.facebook.com/100092165972971/posts/343819352033595;1;2
27030;Trump was caught in outright pay-to-play corruption with Big Oil executives: Raise a billion dollars for my campaign and I’ll let you do whatever you want. He couldn’t care less about the everyday people who will pay the bill and suffer the consequences. ;https://www.facebook.com/100044486287397/posts/984630436363157;1;2
98945;https://www.breitbart.com/clips/2024/03/11/trump-tiktok-ban-would-empower-enemy-of-the-people-facebook/ Trump: TikTok Ban Would Empower 'Enemy of the People' Facebook. I agree with Trump. We cannot entrust free speech to a handful of corrupt Big-Tech oligarchs. They’re no better than TikTok. They all censor political speech and spy on us for governments.;https://www.facebook.com/100087905545695/posts/370189195921262;2;1
3017;The American people see through this politically motivated trial and know today is a dark day in American history. We must stand with President Trump and send him back to the White House in November!;https://www.facebook.com/100077414855534/posts/478839101373248;1;1
5287;Rep. Byron Donalds @ByronDonalds There is a CONSERVATIVE streak in the heart of New Yorkers. In 2024, we are going to change politics as we know it. There are NO LONGER “racial votes” in America. There are ONLY AMERICAN votes in America & together we are going to save the greatest country ever known. Me: I am hearing a similar sentiment in Memphis from men under 30 who realize that they had money in their pockets during the Trump years and are tired of the criminal violence in our streets.;https://www.facebook.com/100057801952756/posts/873882544548469;1;1
12153;At this point, we should know to take Trump and the far right at their word as to what they'll do if given the chance. ;https://www.facebook.com/100044221609995/posts/992617015555676;1;2
84468;No human being is illegal. We cannot give in to MAGA Republicans’ dangerous rhetoric.;https://www.facebook.com/100044175622151/posts/964773231671855;1;2
4395;Trump Trial;https://www.facebook.com/100076264782232/posts/479066307978858;1;0
15887;If Joe Biden is competent enough to debate Rightful President Trump, then he's competent enough to STAND TRIAL!;https://www.facebook.com/61552331704457/posts/122170731542077723;1;1
76093;"David Stockman is right and I've been preaching this for years. Ezell voted with Pelosi and the Democrats to increase our debt. Heaven help us. The federal debt has been recently increasing by $1 trillion every 100 days. That’s $10 billion per day, $416 million per hour. In fact, Uncle Sam’s debt has risen by $470 billion in the first two months of this year to $34.5 trillion and is on pace to surpass $35 trillion in a little over a month, $37 trillion well before year’s end, and $40 trillion some time in 2025. That’s about two years ahead of the current CBO (Congressional Budget Office) forecast. On the current path, moreover, the public debt will reach $60 trillion by the end of the 10-year budget window. But even that depends upon the CBO’s latest iteration of Rosy Scenario, which envisions no recession ever again, just 2% inflation as far as the eye can see and real interest rates of barely 1%. And that’s to say nothing of the trillions in phony spending cuts and out-year tax increases that are built into the CBO baseline but which Congress will never actually allow to materialize. So when it comes to the projection that the 2034 debt will come in at just $60 trillion, we’ll take the wonders any day of the week. The fact that it will likely be much higher also means that the Washington UniParty’s prevailing fiscal policy path will lead to $100 trillion of public debt sometime in the early 2040s. And that means, in turn, that annual interest expense will then be greater than the entire federal budget during 2019. Needless to say, neither Trump nor Biden has said, ""Boo,"" about this looming calamity. Sleepy Joe has even had the audacity to brag that he has reduced the federal deficit by more than half. Then again, the starting point for that ludicrous proposition is the Trumpian lockdown/stimmy fueled disaster of 2020 when the deficit hit an astounding 16% of GDP. That figure represented a larger burden on the US economy than the peak WWII deficits when America was actually fighting two real enemies, as opposed to Dr. Fauci’s hyped-up super-flu.";https://www.facebook.com/100072195139558/posts/432819162467918;1;2
61032;Never forget that your vote is your voice, but now Trump and his MAGA buddies are trying to silence our voices through voter suppression. We should be making it easier not more difficult to vote. #VA07;https://www.facebook.com/100076015521903/posts/458986216645225;2;2
39034;I wonder if all these college protests are a good way to keep Donald Trump‘s trials out of the media. It has been proven that every time Donald Trump goes to court, he gets more support and more contributions. #NotGuilty #TrumpForPresident #Trump2024;https://www.facebook.com/100076335040252/posts/459088873312277;1;1
81882;Alvin Bragg should focus on prosecuting real criminals. Not a Donald Trump witch-hunt.;https://www.facebook.com/100063533029213/posts/928654132595679;1;1
26780;Rep. Cory Mills, R-Fla., formally filed articles of impeachment against President Biden on Friday over his recent comments about withholding offensive weapons aid to Israel, drawing parallels to House Democrats' first impeachment of former President Donald Trump.;https://www.facebook.com/100076264782232/posts/466941395858016;1;0
53007;None of this happened under Trump. https://t.co/LBw3qPtsl2;https://www.facebook.com/100064067654032/posts/822618936550354;1;1
3222;No one in this country is above the law – including former President Trump. Being convicted for falsifying business records with hush money is only the beginning of being held accountable for his crimes.;https://www.facebook.com/100063797436240/posts/957211436415429;1;2
52226;Republican billionaires are once again running ads filled with baseless lies about Summer L. Lee. The truth is that Summer has: <U+0001F31F> Delivered over $1 billion for PA-12 <U+0001F31F> Never missed a single vote <U+0001F31F> Stood up to MAGA extremists tearing away our abortion rights, SS, and Medicare;https://www.facebook.com/100044175622151/posts/980984700050708;1;2
79915;Train derails in a County that Trump won.. Biden doesn't even care to comment on the matter. Ignores it until nearly every Right-wing Press publication called him out on it. Bridge collapses in a County that Biden won in.. Within 24 hours Biden already commits to paying for a new bridge and to fix everything. It's US vs THEM.. Get it now? They hate you..;https://www.facebook.com/61555333272493/posts/122133826112177775;1;1
20152;This morning I’m with the Trump family in New York and will be standing alongside President Trump at this sham trial. It’s a shame our country has fallen to a place where New York Democrats have weaponized the courts to interfere with our election. President Trump will beat this and we will send him back to the White House this November!;https://www.facebook.com/100057624062653/posts/892817002649094;3;1
13822;<U+0001F6A8> Trump said he is looking at restricting access to birth control. Yes, you heard that right. I’m working to pass legislation that would: <U+2705> require health plans to cover a year-long birth control Rx <U+2705> protect abortion medication <U+2705> enact the right to contraception ;https://www.facebook.com/100044141948763/posts/984651299682926;1;2
53374;Hey Speaker Mike Johnson - TRUMP > PENCE;https://www.facebook.com/100044404090370/posts/986337926189668;1;0
5036;https://youtu.be/u8WlCntM4Mw?si=kF3T-3wEkq3ZSa_C:=:https://www.youtube.com/watch?v=u8WlCntM4Mw Trump Trial Jury Deliberation | Eric Deters Show | May 29, 2024;https://www.facebook.com/100076264782232/posts/478886397996849;1;0
3410;WITCH HUNT. The Left has weaponized our justice system against Donald Trump. This trial was rigged from the start. I stand with President Trump!;https://www.facebook.com/100044390320909/posts/1085889199567414;2;1
83344;It was such a pleasure to be a part of the #CD32 Dallas and Denton County Democratic conventions today. With MAGA extremism on the rise across the country, Democrats must work together up and down the ballot to protect our democracy!;https://www.facebook.com/100057806961104/posts/839493084654249;1;2
8217;I'm working to defend your fundamental freedoms & pushing back against MAGA Republican attacks on abortion & IVF. I'll keep working to restore & protect reproductive rights across the country.;https://www.facebook.com/100058104700002/posts/852418066705009;1;2
3084;Every American knows this trial was rigged from the start. Donald Trump is being politically persecuted, and it CANNOT stand! Biden and the Democrats have weaponized the government and are destroying our nation and everything we hold dear. Our future is on the line - Americans can no longer stand by silently on the sideline while Joe Biden turns our nation into a banana republic. This is blatant election interference - in every sense of the term. God help us.;https://www.facebook.com/100044375983242/posts/1015466633275860;1;1
34027;Great day in Montgomery with Coach Tommy Tuberville and the Alabama Republican Party as we prepare for the Republican National Convention in Milwaukee. I’m honored to serve as a Trump delegate to the convention along with so many other great patriots. Joe Biden has been an absolute disaster for this country, and I’m fired up about getting Donald Trump back in the White House in just a few months!;https://www.facebook.com/100057847548316/posts/845771887361055;2;1
3367;This farce should never have gotten this far. Only third-world countries weaponize the justice system for political means. I continue to stand with President Trump and I am praying for America.;https://www.facebook.com/61555784865808/posts/122157645452192828;1;1
2035;MAGA!;https://www.facebook.com/100057386202374/posts/960809509175247;1;1
28542;<U+0001F6A8> Wow a report today finds donald trump demanded a straight up billion dollar bribe from oil executives. Republicans want to sell you out to big oil to line their pockets.;https://www.facebook.com/100043923769754/posts/979910363483080;1;2
28789;While running for office is a daunting and exhausting task, it is also extremely rewarding. You get to meet tons of passionate Americans who care deeply about our country. And, along the way, you do make new friends. Last cycle, I was introduced to Roger Stone by a mutual friend. Now, Roger is an absolute heavyweight in Republican politics. If you haven’t seen “Get me Roger Stone”, I highly recommend it. Besides being a good friend of President Trump and an accomplished author, Roger has worked for every Republican president since Nixon. Fortunately, we have had the opportunity to break bread several times now, and we’ve done numerous podcasts together, talk regularly, and have developed a friendship over the past few years. So, when I decided to run for Congress this cycle, I asked if he would endorse me. He said, sure, and we worked up a press release and he provided a quote for it. I thought that was it. We announced that endorsement on Monday, and I figured that was it. And, in this world, that’s a pretty big deal. I was super grateful that he was willing to do it. However, much to my surprise today, Roger sends me a text this evening with this video. I hope you enjoy it as much as I did. It’s important to note, I didn’t ask him to do this. I did not pay him to do this. He literally just did this to help me out, out of the kindness of his heart. Roger, thank you, sir! @followers;https://www.facebook.com/100057386202374/posts/946326577290207;1;1
88525;At a time when the number of people seeking asylum has exploded, we need facilities like Casa Alitas more than ever. Which is why it is so infuriating that this dysfunctional Congress has failed to authorize funding this facility. Now we are bracing for “street releases” of families into downtown Tucson and other cities and towns throughout southern Arizona. This is unconscionable. And preventable. The Bipartisan Border Security Bill (supported by the National Border Patrol Council) would have funded Casa Alitas and facilities like it. But MAGA Republicans, including my opponent opposed the bill at the behest of Donald Trump. Border communities deserve better.;https://www.facebook.com/100058155937925/posts/799865088628682;2;2
88864;"Trump wants to END the Affordable Care Act: <U+274C> Young people would no longer be able to stay on family plans until age 26 <U+274C> The Medicare ""donut hole"" would open up again, raising the costs of lifesaving medicines for seniors Democrats will STOP them — #VoteToSaveHealthCare!";https://www.facebook.com/100044366382261/posts/963993291756208;1;2
21190;It was all made up! According to Michael Cohen’s former attorney, Cohen informed his attorney that the “payment” to Stormy Daniels was Cohen’s own idea. All designed to try and get Cohen back into the inner circle of Trump people in Washington.;https://www.facebook.com/100044528765819/posts/995478198613130;1;0
41941;Loveland was ELECTRIC this past week for Donald Trump Jr. and Alex Bruesewitz, two amazing America First fighters I’m proud to have on my team!;https://www.facebook.com/100051443048003/posts/1017345373323555;1;1
1731;The Trump trial has been nothing more than a political assassination attempt. The left will do anything to stop him in November.;https://www.facebook.com/100044530758499/posts/1013710120123337;1;1
45560;Next month, Donald Trump will be coming to visit his buddy Jeff Van Drew and continue to spew divisive and hateful rhetoric. While Van Drew focuses on partisan politics, I’m focused on you and the issues that matter to South Jersey. #NJ02 ;https://www.facebook.com/100093708234052/posts/305099282623677;1;2
49122;VIDEO: Endorsed by President Trump! Joe Biden and Jared Golden need to go. Help us WIN at AustinforMaine.com & remember to vote on June 11.;https://www.facebook.com/100078964809731/posts/414761874499303;1;1
38936;While he’s on criminal trial this is your regular reminder that donald trump has been found liable by a judge for raping and then defaming a woman and has been ordered to pay her $88,000,000.;https://www.facebook.com/100043923769754/posts/975143560626427;1;2
36171;Hahaha!! Fools and their money getting separated. “A $465,000 frat party? Effort to honor UNC Greeks after flag protest raises questions.” Good for the rich college kids bilking angry dumbasses out of their hard earned money. MAGA never disappoints.;https://www.facebook.com/100076645394655/posts/448059224425587;1;0
69512;Rasmussen highlighted the gap in Hispanic voters that favors Donald J. Trump. The pollster said Latinos back Trump over Biden, 48%-37%. That is a significant change from 2020, when Hispanics backed Biden 59%-38%, according to Pew statistics. In 2020, Biden also won Asian voters, and that margin has shifted. In 2020, he won Asians by a margin of 72%-28%, Pew said. Rasmussen now shows Trump leading 39%-36%. In the last election, Biden also did well with black voters, 92%-8%. Rasmussen showed Biden’s lead cut to 48%-39%. - Washington Examiner This is historic! And they said I was on the wrong side of history. Ha! <U+0001F923>;https://www.facebook.com/100064116371519/posts/800245512122654;3;1
78460;Image a rightwing minister buying 100,000 Bibles for his congregation …Bam! Trump just made a LOT of money from an organization that shouldn’t be supporting him.;https://www.facebook.com/100081543381170/posts/431936456201130;1;0
14970;Tomorrow I’ll be discussing the sham trial against President Trump on Wake Up America at 8:45am ET / 7:45 CT on Newsmax. <U+0001F1FA><U+0001F1F8> Be sure to tune in!;https://www.facebook.com/100089008647606/posts/430777123232572;1;1
2433;I will be serving with Donald J. TRUMP to put America First again. Ballots drop June 4th. Stand with us today. Hanksforcolorado.com;https://www.facebook.com/100077203758281/posts/464679689448819;1;1
36871;We need your help! With our runoff election on May 28th, we’re working hard to talk to as many voters as possible about the issues that matter most to our community. If you want to help us contact voters and defeat MAGA extremism, please sign up for our phone banks on May 5th, 12th, and 19th. Sign up here: https://docs.google.com/forms/d/e/1FAIpQLSf1E4p23Zvoqx7UHkSV-Ex5b9WJYYOhxTvbMDvUUpol23G0Cw/viewform?vc=0&c=0&w=1&flr=0:=:https://docs.google.com/forms/d/e/1FAIpQLSf1E4p23Zvoqx7UHkSV-Ex5b9WJYYOhxTvbMDvUUpol23G0Cw/viewform?vc=0&c=0&w=1&flr=0&usp=embed_facebook;https://www.facebook.com/61556441547283/posts/122138748218214718;1;2
68811;June 4th 2024 <U+0001F1FA><U+0001F1F8> New Jersey Primary election! Republicans, vote Gregg Mele for Congress 2024 - America First Patriot in Congressional District 6! Middlesex & Monmouth counties can help elect an America First candidate that will help President Trump deport the millions of illegal aliens that Joe Biden has allowed in. Vote June 4th against the corrupt County Line & Establishment Republican pick, vote for Gregg Mele for Congress 2024 - America First Patriot <U+0001F1FA><U+0001F1F8>;https://www.facebook.com/100077423035136/posts/438841328706631;1;1
72993;<U+0001F6A8>Major Announcement <U+0001F6A8>President Trump’s Immigration and Customs Enforcement (ICE) Director Tom Homan, responsible for border enforcement and removal operations under Trump, has endorsed me as the candidate to secure the border! “I’m endorsing Ken Bogner because he is the conservative fighter that we need. As a Marine, he protected our country. I trust him to fight for us in Washington without giving in to the Swamp or the woke Left, President Trump needs an America First ally who won’t back down and will push to finish the wall. That is Ken Bogner.” -Tom Homan.;https://www.facebook.com/100058180774474/posts/833888271893858;2;1
63167;"Here's something the media WON'T show you! But, fair-minded Americans know exactly why Democrat officials are scrambling and acting erratic at every turn. ""Momma, I made it!"" I felt the same way when meeting President Donald J. Trump the first time. How many people can say they've met and talked to a President in an intimate setting??? Not many. It's time to retire the past and elect leaders ready to put Americans and #AmericaFirst <U+0001F1FA><U+0001F1F8> Dariusmayfieldforamerica.com #BeAmerican #OurTimeToRun #NotBlackNotWhiteAmerican #DariusMayfieldForAmerica";https://www.facebook.com/100064116371519/posts/803413768472495;1;1
93233;Border security is national security. We need to finish the wall, and we need President Donald J. Trump in office to make that happen.;https://www.facebook.com/100044614381338/posts/976366540527150;1;1
30900;Biden is all talk and NO ACTION! Secure the border now!!;https://www.facebook.com/100044226376505/posts/1020793656071504;0;0
51696;Check out the many Earth Day 2024 events and service opportunities throughout our district this weekend and beyond! Even small actions can add up to healthier planet. 4/20 - Earth Day Phoenixville 2024 - Reservoir Park, 12-4 https://fb.me/e/6VxbP5ZRf 4/20 - Earth Day Berks - City Park, 12 pm https://fb.me/e/5mRhMOo0u 4/21 - Earth Day Clean Up at Kerr Park - Downingtown, 11-1 https://fb.me/e/25EtE4wYJ 4/21 - 2024 Earth Day Clean Up - Glenroy Preserve, Nottingham, 10-4 https://fb.me/e/3HdqfBxC3 4/27 - Every Day is Earth Day Trail Clean Up - Spring City, 8 am https://fb.me/e/3GrLY0CVB;https://www.facebook.com/100044617741420/posts/974968234000426;0;0
82192;#ICYMI: I introduced the bipartisan Protecting Students on Campus Act, legislation to help protect students from discrimination & ensure that colleges and universities do more to combat antisemitism and hate or be held accountable. ;https://www.facebook.com/100063896298164/posts/843070314499504;0;0
47058;It is a huge honor to add Congressman Biggs to our endorsements! Andy, I look forward to being the productive co-worker for you that Tony never was.;https://www.facebook.com/61553411279468/posts/122140604138113709;0;0
47391;April is #FairHousingMonth! #DidYouKnow? Under the #FairHousingAct, housing discrimination based on your race, national origin, religion, sex, family status, or disability is illegal. If you have experienced discrimination, you can report it to the U.S. Department of Housing and Urban Development <U+0001F447><U+0001F3FE> https://tinyurl.com/47cj9tu5:=:https://www.hud.gov/fairhousing/fileacomplaint;https://www.facebook.com/100044202950815/posts/977943150355774;0;0
13574;I’ll be in Alleghany County/Covington next Tuesday for a constituent Town Hall to provide an update on the work I’m doing to serve you in Congress. I look forward to seeing you there and answering your questions! RSVP now to join me: https://www.eventbrite.com/e/902586028107?aff=oddtdtcreator:=:https://www.eventbrite.com/e/coffee-with-your-congressman-town-hall-event-in-alleghany-county-tickets-902586028107;https://www.facebook.com/100057888526078/posts/840498837889726;0;0
72226;A great day chatting with students <U+0001F423><U+0001F920>;https://www.facebook.com/100063622664401/posts/947279710736109;0;0
23374;I'm so honored to have the endorsement of the Communications Workers of America Pacific Northwest Labor Council! CWA members keep us connected to our loved ones, inform us about the news, care for us when we're sick, and so much more. I'm looking forward to working with and for them in Congress.;https://www.facebook.com/100063621044813/posts/970483018415724;0;0
81053;Happy birthday to my beautiful wife, Kathy! Charley and I are so lucky to have you by our side. Here's to another year of wonderful memories together. I love you!;https://www.facebook.com/100057817669594/posts/847772837159964;0;0
92786;Next week, members of my staff will be hosting not one - but two - FREE mobile casework hours! My office is ready to assist you with navigating the passport process, filing VA benefits, and working with federal agencies. Call (503) 385-0906 or check down below for more details. <U+2B07><U+FE0F> <U+0001F4CD> Aurora City Hall this Wednesday, March 20 from 11AM-1PM. <U+0001F4CD> Hubbard City Hall this Thursday, March 21 from 11AM-1PM.;https://www.facebook.com/100089310368410/posts/381203264866683;0;0
89626;It’s St. Joseph’s Day, which means that Secretary Pete Buttigieg chose an excellent day to visit Rhode Island. It was a pleasure to welcome him with a box of zeppole from Scialo’s on Federal Hill. <U+0001F1EE><U+0001F1F9>;https://www.facebook.com/100089307529167/posts/382440778076170;0;0
21463;Nothing like Wednesday mornings at Montana Coffee! Meeting folks from across the Treasure State always brightens my day.;https://www.facebook.com/100063543558068/posts/959977326130377;0;0
71244;"Summer <U+2600><U+FE0F> is just around the corner, which means the City of Chicago is looking for #interns! If you're a college student enrolled in an accredited institution with a growing passion for government, politics, or policy, a summer internship with the City of Chicago might be just right for you! Apply now! <U+27A1><U+FE0F> https://chicago.taleo.net/careersection/100/jobdetail.ftl <U+0001F6A8>UPDATE<U+0001F6A8> We've received word that the above link is no longer working. But don't worry! There are intern positions still available! Follow these steps: 1) Visit: https://www.chicago.gov/city/en/depts/dhr/provdrs/emp/svcs/city_of_chicago_jobopportunities.html 2) Click the ""Get Started Online"" button. This will take you to the City's Taleo careers website. 3) Type ""intern"" into the ""Keywords"" bar and click ""Search for Jobs."" 4) The correct posting is titled ""College Student Intern."" Follow the remaining application instructions. -- #paidinterns #chicagointernships #summerinterns #collegeinterns #summerjobs #summerinternships";https://www.facebook.com/100058164214218/posts/813655863916547;0;0
97717;Great meeting with AIPAC members from Florida this morning, including future President Bernie Kaminetsky, about the urgency of Congress passing aid for Israel and my legislation to weaken the Iranian regime.;https://www.facebook.com/100089070545864/posts/407363812242634;0;0
14515;Hey Church, I’m asking you to help make me a missionary in the halls of Congress! Vote James Judge for U.S. House (FL-15)!;https://www.facebook.com/100057386202374/posts/954621143127417;0;0
